doc_ids,doc_names,ID,business_name,problem_type,subcategories,doc_contents,doc_name_1,doc_id_1,doc_content_1,score_1,doc_name_2,doc_id_2,doc_content_2,score_2,match_flag
ef13ddaf-4e8e-42f5-980a-4d838302f559,General solution for Zanti Cucina Italiana - River Oaks - reservation failure,1,Zanti cucina italiana - river oaks,Reservation failure,Reservation (General),Empty,General solution for Bub City - restaurant reservation,635a2268-a23f-46b6-82fd-7f07cbbcd535,General solution for Bub City - restaurant reservation,0.6113305962056508,General solution for Grano Arso - Dinner Reservation Booking Issue,0269c11d-d465-4b62-b84a-b1a3ac58ec53,General solution for Grano Arso - Dinner Reservation Booking Issue,0.5214271738170424,0
683987e5-7c99-4311-aea5-a8c5d7df96e5,Contact Information and Authentication for Zanti Cucina Italiana - River Oaks - Reservation Failure,2,Zanti cucina italiana - river oaks,Reservation failure,Reservation (General),Empty,Contact Information and Authentication for Houston's - Reservation Failure,6730ae17-ac75-4ce0-85aa-acadaee9efb6,Contact Information and Authentication for Houston's - Reservation Failure,0.8250866129281729,Contact Information and Authentication for Grano Arso - Dinner Reservation Booking Issue,1980afcb-944c-4e62-a564-62ec03ffcde8,Contact Information and Authentication for Grano Arso - Dinner Reservation Booking Issue,0.6014682166854354,0
f38f62fb-175e-478d-b1d7-c6847b6e4e8c,General solution for Canon Canada Inc. - Printer Replacement Claim,3,Canon canada inc.,Printer replacement claim,Technical Support,"General solution for Canon Canada Inc. - Printer Replacement
## Description
This document outlines the procedure for handling printer replacement issues with Canon Canada Inc. It focuses on ensuring efficient communication and processing of replacement requests, leveraging previous troubleshooting efforts and approvals to expedite the process.
## Solution steps
1. Gather all relevant case details and supporting documentation, including business name, issue description, previous troubleshooting outcomes, and any approvals.
2. Verify and note the accurate contact information for the service provider (e.g., Canon Canada Inc.) and their work hours.
3. Initiate contact with the service provider using the verified phone number during their operating hours. If direct phone contact is unsuccessful, utilize alternative communication methods (such as email or online chat) as provided on the official website.
4. Clearly communicate the issue, referencing past interactions and the prior approval for a replacement, while emphasizing that no further troubleshooting is necessary.
5. Confirm the processing of the replacement request and obtain details on the expected timeline. Request escalation of the case to fast‐track the replacement process.
6. Document the outcome of the interaction and schedule any necessary follow-up if required.
## Keywords
Canon, printer replacement, service provider, communication, troubleshooting",Contact Information and Authentication for Canon Canada Inc. - Printer Replacement Difficulty,b04320c5-951c-4aa0-9d1d-0f2c57d4feb4,Contact Information and Authentication for Canon Canada Inc. - Printer Replacement,0.6393520415788166,General solution for Canon Canada Inc. - Printer Replacement Claim,69510164-6d89-4045-b519-fc0949b9f0c0,"General solution for Canon Canada Inc. - Printer Replacement
## Description
This document outlines the procedure for handling printer replacement issues with Canon Canada Inc. It focuses on ensuring efficient communication and processing of replacement requests, leveraging previous troubleshooting efforts and approvals to expedite the process.
## Solution steps
1. Gather all relevant case details and supporting documentation, including business name, issue description, previous troubleshooting outcomes, and any approvals.
2. Verify and note the accurate contact information for the service provider (e.g., Canon Canada Inc.) and their work hours.
3. Initiate contact with the service provider using the verified phone number during their operating hours. If direct phone contact is unsuccessful, utilize alternative communication methods (such as email or online chat) as provided on the official website.
4. Clearly communicate the issue, referencing past interactions and the prior approval for a replacement, while emphasizing that no further troubleshooting is necessary.
5. Confirm the processing of the replacement request and obtain details on the expected timeline. Request escalation of the case to fast‐track the replacement process.
6. Document the outcome of the interaction and schedule any necessary follow-up if required.
## Keywords
Canon, printer replacement, service provider, communication, troubleshooting",0.5940771851541393,2
08883e89-b6c7-4b62-a289-d33809cf357a,Contact Information and Authentication for Canon Canada Inc. - Printer Replacement Difficulty,4,Canon canada inc.,Printer replacement difficulty,Technical Support,"Contact Information and Authentication for Canon Canada Inc. - Printer Replacement

Customer Service Contact Information:
- Phone Number: +1 800-652-2666

Required Identification and Authentication Methods:
- Full name
- Daytime telephone number
- Shipping address
- Serial number of Canon product
- Color of Canon product
- Purchase receipt
- Case/incident number",Contact Information and Authentication for Canon Canada Inc. - Printer Replacement Difficulty,b04320c5-951c-4aa0-9d1d-0f2c57d4feb4,Contact Information and Authentication for Canon Canada Inc. - Printer Replacement,0.9700225949287413,General solution for Canon Canada Inc. - Printer Replacement Claim,69510164-6d89-4045-b519-fc0949b9f0c0,"General solution for Canon Canada Inc. - Printer Replacement
## Description
This document outlines the procedure for handling printer replacement issues with Canon Canada Inc. It focuses on ensuring efficient communication and processing of replacement requests, leveraging previous troubleshooting efforts and approvals to expedite the process.
## Solution steps
1. Gather all relevant case details and supporting documentation, including business name, issue description, previous troubleshooting outcomes, and any approvals.
2. Verify and note the accurate contact information for the service provider (e.g., Canon Canada Inc.) and their work hours.
3. Initiate contact with the service provider using the verified phone number during their operating hours. If direct phone contact is unsuccessful, utilize alternative communication methods (such as email or online chat) as provided on the official website.
4. Clearly communicate the issue, referencing past interactions and the prior approval for a replacement, while emphasizing that no further troubleshooting is necessary.
5. Confirm the processing of the replacement request and obtain details on the expected timeline. Request escalation of the case to fast‐track the replacement process.
6. Document the outcome of the interaction and schedule any necessary follow-up if required.
## Keywords
Canon, printer replacement, service provider, communication, troubleshooting",0.5103922359554365,1
edba079d-c5f1-4c9e-9236-6894896dfc87,General solution for Geico - PDF Upload Error,5,Geico,Pdf upload error,Technical Support,"General solution for Geico - PDF Upload Error

## Description
The issue involves an error encountered when attempting to upload PDF files to the Geico system. This problem prevents users from submitting their insurance policy details through PDF uploads, necessitating an alternative method for data submission.

## Solution steps
1. Notify the user that the PDF file upload is unsupported.
2. Propose an alternative method for providing insurance policy details, such as using a manual input form.
3. Prompt the user to complete the form with all relevant insurance details (e.g., policy information, vehicle details, driving history, coverage preferences, discounts, and desired savings).
4. Ensure that the user supplies all required details including any auxiliary information necessary for accurate comparison (without collecting sensitive authentication data prematurely).
5. Compile and review the collected information to verify completeness and identify the current insurer and any potential competitor business names.
6. Prepare a summary of the provided details to support the negotiation process for cheaper rates.
7. Initiate the communication process with the appropriate insurance contact channel to request quotes or negotiate for better rates.
8. Communicate the negotiation outcomes and any follow-up steps to the user.

## Keywords
Geico, PDF upload error, insurance policy, manual input form, negotiation process",General solution for Geico - PDF Upload Error,bdd0e25d-990f-467e-a223-a64895c132e9,General solution for Geico - PDF Upload Error,0.9999999999999999,Contact Information and Authentication for Geico - PDF Upload Error,063a1566-1a1e-4291-bfbf-d139bcc1500d,Contact Information and Authentication for Geico - PDF Upload Error,0.6658791610386712,1
c9fdbd1e-4f68-4a8b-900c-c7d2bba373d6,Contact Information and Authentication for Geico - PDF Upload Error,6,Geico,Pdf upload error,Technical Support,"Contact Information and Authentication for Geico - PDF Upload Error

Required Identification and Authentication Methods:
- Full name
- Policy number
- Address
- Phone number
- Date of birth for each driver
- Driver's license numbers
- Marital status
- Credit score range
- Homeowner status
- Occupation

Optional Identification and Authentication Methods:
- Education level: Optional information that may qualify the customer for additional discounts with some insurers.",Contact Information and Authentication for Geico - PDF Upload Error,063a1566-1a1e-4291-bfbf-d139bcc1500d,Contact Information and Authentication for Geico - PDF Upload Error,1.0,General solution for Geico - PDF Upload Error,bdd0e25d-990f-467e-a223-a64895c132e9,General solution for Geico - PDF Upload Error,0.6658791610386712,1
1ff01d7a-ff06-4ebd-91a3-92d2c633f3e0,General solution for Planet Fitness - membership cancellation,7,Planet fitness,Membership cancellation,Subscription Cancellation,"General solution for Planet Fitness - membership cancellation

## Description
Membership cancellation at Planet Fitness involves understanding the specific procedures and options available to terminate a subscription effectively. This process requires gathering necessary information and following the business's defined cancellation policies to ensure a smooth termination of services.

## Solution steps
1. Identify the business name and the specific subscription or membership to be cancelled.
2. Collect all necessary membership and subscription details along with any supporting documentation.
3. Determine the available cancellation options based on the business's policies.
4. Communicate the standard cancellation procedure as defined by the business.
5. If the preferred cancellation method is unavailable (e.g., online cancellation), recommend the next viable alternative (e.g., sending a certified letter).
6. If contacting via phone results in automated responses, instruct the customer to request immediate assistance from a human representative.
7. Prepare a summary of all gathered information to facilitate efficient communication with customer service.
8. Instruct the user to log into the official website and guide them to locate the cancellation option within their account settings.
9. Advise the user to complete the cancellation process online in a timely manner before the next billing cycle.

## Keywords
Planet Fitness, membership termination, cancellation policy, subscription end, customer service",General solution for Planet Fitness - membership cancellation,e951fe87-4baa-4844-8403-cb73fd97ec6c,General solution for Planet Fitness - membership cancellation,0.999999290704727,General solution for Planet Fitness - membership cancellation,e951fe87-4baa-4844-8403-cb73fd97ec6c,"Keywords
Planet Fitness, membership termination, cancellation policy, subscription end, customer service",0.6095924589643602,1
6b108ce6-ad3f-4f48-a3a0-9fdd15839971,Contact Information and Authentication for Planet Fitness - Membership Cancellation,8,Planet fitness,Membership cancellation,Subscription Cancellation,"Contact Information and Authentication for Planet Fitness - Membership Cancellation

Customer Service Contact Information:
- Phone Number: +1 862-701-5511

Required Identification/Authentication Methods:
- In-person visit
- Certified letter

Selectable Required Authentication Methods Groups:
1. Group 1: 
 - Methods: Online account login credentials, Alternative identification package
 - Minimum Required: 1
 - Purpose: Customer must authenticate either through online credentials or through an alternative set of identifying information.

2. Group 2:
 - Methods: Membership ID/Number, Home Club Location, Last Four Digits of Payment Method, Approximate Last Payment Date, Membership Type, Names on All Memberships, Date of Birth
 - Minimum Required: 7
 - Purpose: When online credentials are unavailable, all these details are required together to verify identity and process the membership cancellation.",Contact Information and Authentication for Planet Fitness - Membership Cancellation,12e4d7c6-28cf-446c-8b7b-73fbbee2bdd5,Contact Information and Authentication for Planet Fitness - Membership Cancellation,1.0,Contact Information and Authentication for Peloton - Subscription Cancellation,1e18c58e-3518-4129-bd5b-20dd8cbf496b,Contact Information and Authentication for Peloton - Subscription Cancellation,0.6386929528741995,1
2cb1607c-6d70-4918-9d49-6299104b4993,General solution for Shopify - Fraudulent Shopify Charges,9,Shopify,Fraudulent shopify charges,Bill Negotiation,"General solution for Shopify and Chase Bank - unauthorized charge dispute

## Description
Unauthorized charge disputes occur when a customer notices charges on their account that they did not authorize. This can happen due to fraudulent activities or errors in billing. Resolving such disputes involves identifying the unauthorized charges, gathering evidence, and following a structured process to dispute the charges with the involved businesses and payment providers.

## Solution steps
1. Identify and list the unauthorized recurring charges, including the business name and transaction details.
2. Confirm the charges are unrecognized by verifying if any account was ever set up or if any valid subscription exists.
3. Gather all relevant transaction details and supporting evidence (dates, amounts, payment methods, and any communication attempts).
4. Attempt to cancel the subscription using the business's official online support channels and document the result.
5. Initiate a dispute process with the payment provider by providing the gathered evidence and transaction details.
6. Schedule and follow up on the dispute resolution process until the issue is resolved.
7. Advise the user to perform an email search for messages related to the disputed merchant, which can help in identifying the account, if possible.
8. Guide the user to access Shopify’s online Help Center to determine the associated account and submit a support ticket for cancellation and refund.
9. Instruct the user to initiate a chargeback dispute with their payment provider, using the collected evidence.
10. Report the unauthorized subscription and fraudulent charges using the business’s official online support channels.
11. Request the cancellation of the fraudulent account and a full refund for all unauthorized charges.
12. Contact your payment provider to initiate a dispute process, supplying the gathered evidence and, if necessary, obtain a police report.
13. Initiate a dispute with your credit card issuer using their secure authentication process, referencing previous dispute case numbers and including all gathered evidence.
14. Follow up on the dispute process by submitting additional evidence through the provided channels (e.g., via chat or online forms).
15. If disputes remain unresolved or funds are reversed, escalate the issue by filing a complaint with appropriate consumer protection agencies.

## Keywords
unauthorized charges, dispute resolution, Shopify support, Chase Bank, chargeback process",General solution for Shopify - Fraudulent Shopify Charges,69e79b8e-cc11-4812-b18f-325a3d36cf97,General solution for Shopify and Chase Bank - unauthorized charge dispute,0.6731802861751162,Contact Information and Authentication for Shopify - Fraudulent Shopify Charges,c4e1fe19-d263-46c8-a2b4-6b1da14b42b0,Contact Information and Authentication for Shopify - Fraudulent Account Charges,0.6574182547110206,1
bcfedd86-10a7-4c2e-95f2-ab69e0ba9bcf,Contact Information and Authentication for Shopify - Fraudulent Shopify Charges,10,Shopify,Fraudulent shopify charges,Bill Negotiation,"Contact Information and Authentication for Shopify - Fraudulent Account Charges

Contact Information:
- Email: support@shopify.com
- Phone: +1 8887467439

Required Identification/Authentication Methods:
- Shopify Account Login
- Last 4 digits of Social Security Number",Contact Information and Authentication for Shopify - Fraudulent Shopify Charges,c4e1fe19-d263-46c8-a2b4-6b1da14b42b0,Contact Information and Authentication for Shopify - Fraudulent Account Charges,0.9436785590736729,Contact Information and Authentication for American Express - Unresolved Fraudulent Charges,e07db6b7-df20-4300-956d-78d96f742abc,Contact Information and Authentication for American Express - Unresolved Fraudulent Charges,0.6580607401354475,1
