doc_ids,doc_names,ID,business_name,problem_type,subcategories,business_names,query,problem_types,doc_name_1,doc_id_1,doc_content_1,score_1,doc_name_2,doc_id_2,doc_content_2,score_2,match_flag
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,Ultra Mobile,Contact Information and Authentication for Ultra Mobile - International phone plan inquiry,,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,536d6579-a367-4ee0-aad8-44af4bd1f578,"Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry

Customer Service Contact Information:
- Phone Number: +1 8887770446",0.8124024037674901,General solution for Ultra Mobile - International Phone Plan Inquiry,9b131dce-8047-4354-b773-db510a20dc19,"General solution for Ultra Mobile - International Phone Plan Inquiry

## Description
This document addresses inquiries related to international phone plans, focusing on users needing a US-based plan with extensive international capabilities. It covers aspects such as data requirements, call and SMS focus, and budget considerations.

## Solution steps
1. Clarify the user’s requirements, including the need for a US phone plan that supports extended international use, minimal data requirements, calls and SMS focus, and budget constraints.
2. Identify the business names or carriers relevant to the request early on.
3. Research available US phone plans that meet the requirements, comparing key features such as international coverage, cost, and limitations.
4. Evaluate and compare the options to select the best candidate plan based on affordability and suitability for international use.
5. Verify the selected plan’s international roaming details, including coverage in the target location, any additional credit requirements, and any plan limitations.
6. Advise the user to contact the carrier’s customer service during their business hours to confirm final details and discuss the number porting process if needed.

## Keywords
international roaming, US phone plan, Ultra Mobile, budget constraints, customer service",0.5059257680158659,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,UltraMobile,Contact Information and Authentication for UltraMobile - International phone plan inquiry,,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,536d6579-a367-4ee0-aad8-44af4bd1f578,"Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry

Customer Service Contact Information:
- Phone Number: +1 8887770446",0.7797649920004288,General solution for Ultra Mobile - International Phone Plan Inquiry,9b131dce-8047-4354-b773-db510a20dc19,"General solution for Ultra Mobile - International Phone Plan Inquiry

## Description
This document addresses inquiries related to international phone plans, focusing on users needing a US-based plan with extensive international capabilities. It covers aspects such as data requirements, call and SMS focus, and budget considerations.

## Solution steps
1. Clarify the user’s requirements, including the need for a US phone plan that supports extended international use, minimal data requirements, calls and SMS focus, and budget constraints.
2. Identify the business names or carriers relevant to the request early on.
3. Research available US phone plans that meet the requirements, comparing key features such as international coverage, cost, and limitations.
4. Evaluate and compare the options to select the best candidate plan based on affordability and suitability for international use.
5. Verify the selected plan’s international roaming details, including coverage in the target location, any additional credit requirements, and any plan limitations.
6. Advise the user to contact the carrier’s customer service during their business hours to confirm final details and discuss the number porting process if needed.

## Keywords
international roaming, US phone plan, Ultra Mobile, budget constraints, customer service",0.4975092600986143,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,Ultra M,Contact Information and Authentication for Ultra M - International phone plan inquiry,,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,536d6579-a367-4ee0-aad8-44af4bd1f578,"Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry

Customer Service Contact Information:
- Phone Number: +1 8887770446",0.7390738214623207,General solution for Ultra Mobile - International Phone Plan Inquiry,9b131dce-8047-4354-b773-db510a20dc19,"General solution for Ultra Mobile - International Phone Plan Inquiry

## Description
This document addresses inquiries related to international phone plans, focusing on users needing a US-based plan with extensive international capabilities. It covers aspects such as data requirements, call and SMS focus, and budget considerations.

## Solution steps
1. Clarify the user’s requirements, including the need for a US phone plan that supports extended international use, minimal data requirements, calls and SMS focus, and budget constraints.
2. Identify the business names or carriers relevant to the request early on.
3. Research available US phone plans that meet the requirements, comparing key features such as international coverage, cost, and limitations.
4. Evaluate and compare the options to select the best candidate plan based on affordability and suitability for international use.
5. Verify the selected plan’s international roaming details, including coverage in the target location, any additional credit requirements, and any plan limitations.
6. Advise the user to contact the carrier’s customer service during their business hours to confirm final details and discuss the number porting process if needed.

## Keywords
international roaming, US phone plan, Ultra Mobile, budget constraints, customer service",0.4781900373855983,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,UMobile,Contact Information and Authentication for UMobile - International phone plan inquiry,,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,536d6579-a367-4ee0-aad8-44af4bd1f578,"Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry

Customer Service Contact Information:
- Phone Number: +1 8887770446",0.694946900733368,General solution for Ultra Mobile - International Phone Plan Inquiry,9b131dce-8047-4354-b773-db510a20dc19,"General solution for Ultra Mobile - International Phone Plan Inquiry

## Description
This document addresses inquiries related to international phone plans, focusing on users needing a US-based plan with extensive international capabilities. It covers aspects such as data requirements, call and SMS focus, and budget considerations.

## Solution steps
1. Clarify the user’s requirements, including the need for a US phone plan that supports extended international use, minimal data requirements, calls and SMS focus, and budget constraints.
2. Identify the business names or carriers relevant to the request early on.
3. Research available US phone plans that meet the requirements, comparing key features such as international coverage, cost, and limitations.
4. Evaluate and compare the options to select the best candidate plan based on affordability and suitability for international use.
5. Verify the selected plan’s international roaming details, including coverage in the target location, any additional credit requirements, and any plan limitations.
6. Advise the user to contact the carrier’s customer service during their business hours to confirm final details and discuss the number porting process if needed.

## Keywords
international roaming, US phone plan, Ultra Mobile, budget constraints, customer service",0.4501950878655828,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,UltraM,Contact Information and Authentication for UltraM - International phone plan inquiry,,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,536d6579-a367-4ee0-aad8-44af4bd1f578,"Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry

Customer Service Contact Information:
- Phone Number: +1 8887770446",0.725227231361633,General solution for Ultra Mobile - International Phone Plan Inquiry,9b131dce-8047-4354-b773-db510a20dc19,"General solution for Ultra Mobile - International Phone Plan Inquiry

## Description
This document addresses inquiries related to international phone plans, focusing on users needing a US-based plan with extensive international capabilities. It covers aspects such as data requirements, call and SMS focus, and budget considerations.

## Solution steps
1. Clarify the user’s requirements, including the need for a US phone plan that supports extended international use, minimal data requirements, calls and SMS focus, and budget constraints.
2. Identify the business names or carriers relevant to the request early on.
3. Research available US phone plans that meet the requirements, comparing key features such as international coverage, cost, and limitations.
4. Evaluate and compare the options to select the best candidate plan based on affordability and suitability for international use.
5. Verify the selected plan’s international roaming details, including coverage in the target location, any additional credit requirements, and any plan limitations.
6. Advise the user to contact the carrier’s customer service during their business hours to confirm final details and discuss the number porting process if needed.

## Keywords
international roaming, US phone plan, Ultra Mobile, budget constraints, customer service",0.4647830935097418,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,,Contact Information and Authentication for Ultra mobile - Inquiry about International phone package,Inquiry about International phone package,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,536d6579-a367-4ee0-aad8-44af4bd1f578,"Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry

Customer Service Contact Information:
- Phone Number: +1 8887770446",0.7816682126779197,General solution for Ultra Mobile - International Phone Plan Inquiry,9b131dce-8047-4354-b773-db510a20dc19,"General solution for Ultra Mobile - International Phone Plan Inquiry

## Description
This document addresses inquiries related to international phone plans, focusing on users needing a US-based plan with extensive international capabilities. It covers aspects such as data requirements, call and SMS focus, and budget considerations.

## Solution steps
1. Clarify the user’s requirements, including the need for a US phone plan that supports extended international use, minimal data requirements, calls and SMS focus, and budget constraints.
2. Identify the business names or carriers relevant to the request early on.
3. Research available US phone plans that meet the requirements, comparing key features such as international coverage, cost, and limitations.
4. Evaluate and compare the options to select the best candidate plan based on affordability and suitability for international use.
5. Verify the selected plan’s international roaming details, including coverage in the target location, any additional credit requirements, and any plan limitations.
6. Advise the user to contact the carrier’s customer service during their business hours to confirm final details and discuss the number porting process if needed.

## Keywords
international roaming, US phone plan, Ultra Mobile, budget constraints, customer service",0.4882761302349884,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,,Contact Information and Authentication for Ultra mobile - Question about global phone plan,Question about global phone plan,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,536d6579-a367-4ee0-aad8-44af4bd1f578,"Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry

Customer Service Contact Information:
- Phone Number: +1 8887770446",0.7312813997822258,General solution for Ultra Mobile - International Phone Plan Inquiry,9b131dce-8047-4354-b773-db510a20dc19,"General solution for Ultra Mobile - International Phone Plan Inquiry

## Description
This document addresses inquiries related to international phone plans, focusing on users needing a US-based plan with extensive international capabilities. It covers aspects such as data requirements, call and SMS focus, and budget considerations.

## Solution steps
1. Clarify the user’s requirements, including the need for a US phone plan that supports extended international use, minimal data requirements, calls and SMS focus, and budget constraints.
2. Identify the business names or carriers relevant to the request early on.
3. Research available US phone plans that meet the requirements, comparing key features such as international coverage, cost, and limitations.
4. Evaluate and compare the options to select the best candidate plan based on affordability and suitability for international use.
5. Verify the selected plan’s international roaming details, including coverage in the target location, any additional credit requirements, and any plan limitations.
6. Advise the user to contact the carrier’s customer service during their business hours to confirm final details and discuss the number porting process if needed.

## Keywords
international roaming, US phone plan, Ultra Mobile, budget constraints, customer service",0.4743992871778544,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,,Contact Information and Authentication for Ultra mobile - Seeking information on International phone tariff,Seeking information on International phone tariff,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,536d6579-a367-4ee0-aad8-44af4bd1f578,"Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry

Customer Service Contact Information:
- Phone Number: +1 8887770446",0.7483371929068848,General solution for Ultra Mobile - International Phone Plan Inquiry,9b131dce-8047-4354-b773-db510a20dc19,"General solution for Ultra Mobile - International Phone Plan Inquiry

## Description
This document addresses inquiries related to international phone plans, focusing on users needing a US-based plan with extensive international capabilities. It covers aspects such as data requirements, call and SMS focus, and budget considerations.

## Solution steps
1. Clarify the user’s requirements, including the need for a US phone plan that supports extended international use, minimal data requirements, calls and SMS focus, and budget constraints.
2. Identify the business names or carriers relevant to the request early on.
3. Research available US phone plans that meet the requirements, comparing key features such as international coverage, cost, and limitations.
4. Evaluate and compare the options to select the best candidate plan based on affordability and suitability for international use.
5. Verify the selected plan’s international roaming details, including coverage in the target location, any additional credit requirements, and any plan limitations.
6. Advise the user to contact the carrier’s customer service during their business hours to confirm final details and discuss the number porting process if needed.

## Keywords
international roaming, US phone plan, Ultra Mobile, budget constraints, customer service",0.4667096975603458,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,,Contact Information and Authentication for Ultra mobile - Query regarding foreign calling plan,Query regarding foreign calling plan,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,536d6579-a367-4ee0-aad8-44af4bd1f578,"Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry

Customer Service Contact Information:
- Phone Number: +1 8887770446",0.7376432822870937,General solution for Ultra Mobile - International Phone Plan Inquiry,9b131dce-8047-4354-b773-db510a20dc19,"General solution for Ultra Mobile - International Phone Plan Inquiry

## Description
This document addresses inquiries related to international phone plans, focusing on users needing a US-based plan with extensive international capabilities. It covers aspects such as data requirements, call and SMS focus, and budget considerations.

## Solution steps
1. Clarify the user’s requirements, including the need for a US phone plan that supports extended international use, minimal data requirements, calls and SMS focus, and budget constraints.
2. Identify the business names or carriers relevant to the request early on.
3. Research available US phone plans that meet the requirements, comparing key features such as international coverage, cost, and limitations.
4. Evaluate and compare the options to select the best candidate plan based on affordability and suitability for international use.
5. Verify the selected plan’s international roaming details, including coverage in the target location, any additional credit requirements, and any plan limitations.
6. Advise the user to contact the carrier’s customer service during their business hours to confirm final details and discuss the number porting process if needed.

## Keywords
international roaming, US phone plan, Ultra Mobile, budget constraints, customer service",0.4810685550789413,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,,Contact Information and Authentication for Ultra mobile - International calling plan assistance needed,International calling plan assistance needed,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,536d6579-a367-4ee0-aad8-44af4bd1f578,"Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry

Customer Service Contact Information:
- Phone Number: +1 8887770446",0.7605505424360047,General solution for Ultra Mobile - International Phone Plan Inquiry,9b131dce-8047-4354-b773-db510a20dc19,"General solution for Ultra Mobile - International Phone Plan Inquiry

## Description
This document addresses inquiries related to international phone plans, focusing on users needing a US-based plan with extensive international capabilities. It covers aspects such as data requirements, call and SMS focus, and budget considerations.

## Solution steps
1. Clarify the user’s requirements, including the need for a US phone plan that supports extended international use, minimal data requirements, calls and SMS focus, and budget constraints.
2. Identify the business names or carriers relevant to the request early on.
3. Research available US phone plans that meet the requirements, comparing key features such as international coverage, cost, and limitations.
4. Evaluate and compare the options to select the best candidate plan based on affordability and suitability for international use.
5. Verify the selected plan’s international roaming details, including coverage in the target location, any additional credit requirements, and any plan limitations.
6. Advise the user to contact the carrier’s customer service during their business hours to confirm final details and discuss the number porting process if needed.

## Keywords
international roaming, US phone plan, Ultra Mobile, budget constraints, customer service",0.49369190997288265,1
