doc_ids,doc_names,ID,business_name,problem_type,subcategories,business_names,query,problem_types,doc_name_1,doc_id_1,doc_content_1,score_1,doc_name_2,doc_id_2,doc_content_2,score_2,match_flag
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,Ultra Mobile,Contact Information and Authentication for Ultra Mobile - International phone plan inquiry,,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,69d6cff5-300b-4b7f-a009-6fd0cad4e929,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,0.9344799079322069,General solution for Ultra Mobile - International Phone Plan Inquiry,79e84d05-42cd-4640-b009-83af7302e5bd,General solution for Ultra Mobile - International Phone Plan Inquiry,0.5963803019187011,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,UltraMobile,Contact Information and Authentication for UltraMobile - International phone plan inquiry,,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,69d6cff5-300b-4b7f-a009-6fd0cad4e929,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,0.9166380188615953,General solution for Ultra Mobile - International Phone Plan Inquiry,79e84d05-42cd-4640-b009-83af7302e5bd,General solution for Ultra Mobile - International Phone Plan Inquiry,0.5449962372181063,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,Ultra M,Contact Information and Authentication for Ultra M - International phone plan inquiry,,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,69d6cff5-300b-4b7f-a009-6fd0cad4e929,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,0.8799414201762136,General solution for Ultra Mobile - International Phone Plan Inquiry,79e84d05-42cd-4640-b009-83af7302e5bd,General solution for Ultra Mobile - International Phone Plan Inquiry,0.5629867193785334,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,UMobile,Contact Information and Authentication for UMobile - International phone plan inquiry,,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,69d6cff5-300b-4b7f-a009-6fd0cad4e929,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,0.8408866613051568,General solution for Ultra Mobile - International Phone Plan Inquiry,79e84d05-42cd-4640-b009-83af7302e5bd,General solution for Ultra Mobile - International Phone Plan Inquiry,0.5062251247615088,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,UltraM,Contact Information and Authentication for UltraM - International phone plan inquiry,,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,69d6cff5-300b-4b7f-a009-6fd0cad4e929,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,0.8629900204835156,General solution for Ultra Mobile - International Phone Plan Inquiry,79e84d05-42cd-4640-b009-83af7302e5bd,General solution for Ultra Mobile - International Phone Plan Inquiry,0.5250009473807344,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,,Contact Information and Authentication for Ultra mobile - Inquiry about International phone package,Inquiry about International phone package,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,69d6cff5-300b-4b7f-a009-6fd0cad4e929,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,0.9121481004665392,General solution for Ultra Mobile - International Phone Plan Inquiry,79e84d05-42cd-4640-b009-83af7302e5bd,General solution for Ultra Mobile - International Phone Plan Inquiry,0.6030356464577383,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,,Contact Information and Authentication for Ultra mobile - Question about global phone plan,Question about global phone plan,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,69d6cff5-300b-4b7f-a009-6fd0cad4e929,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,0.8719185572793795,General solution for Ultra Mobile - International Phone Plan Inquiry,79e84d05-42cd-4640-b009-83af7302e5bd,General solution for Ultra Mobile - International Phone Plan Inquiry,0.5311870767329162,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,,Contact Information and Authentication for Ultra mobile - Seeking information on International phone tariff,Seeking information on International phone tariff,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,69d6cff5-300b-4b7f-a009-6fd0cad4e929,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,0.8676715677389983,General solution for Ultra Mobile - International Phone Plan Inquiry,79e84d05-42cd-4640-b009-83af7302e5bd,General solution for Ultra Mobile - International Phone Plan Inquiry,0.5549290709222294,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,,Contact Information and Authentication for Ultra mobile - Query regarding foreign calling plan,Query regarding foreign calling plan,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,69d6cff5-300b-4b7f-a009-6fd0cad4e929,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,0.8530127873911872,General solution for Ultra Mobile - International Phone Plan Inquiry,79e84d05-42cd-4640-b009-83af7302e5bd,General solution for Ultra Mobile - International Phone Plan Inquiry,0.5417687916141788,1
17cb8d83-9a18-45a7-9a25-8a75eef994a6,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,202,Ultra mobile,International phone plan inquiry,Account Information Update,,Contact Information and Authentication for Ultra mobile - International calling plan assistance needed,International calling plan assistance needed,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,69d6cff5-300b-4b7f-a009-6fd0cad4e929,Contact Information and Authentication for Ultra Mobile - International Phone Plan Inquiry,0.8947617208486115,General solution for Ultra Mobile - International Phone Plan Inquiry,79e84d05-42cd-4640-b009-83af7302e5bd,General solution for Ultra Mobile - International Phone Plan Inquiry,0.5566067086115926,1
